prompt,Payment ID
"Payment PAYMENT-000097 of ₹7199 from account XXXXXXXX1425 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000097
"Payment PAYMENT-000098 of ₹3915 from account XXXXXXXX1843 was processed on 2025-07-19 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000098
"Payment PAYMENT-000099 of ₹1398 from account XXXXXXXX8005 was processed on 2025-07-11 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000099
"Payment PAYMENT-000100 of ₹1716 from account XXXXXXXX3543 was processed on 2025-07-23 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000100
"Payment PAYMENT-000101 of ₹1486 from account XXXXXXXX8981 was processed on 2025-06-01 with Single validation.
First validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000101
"Payment PAYMENT-000102 of ₹5229 from account XXXXXXXX1638 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000102
"Payment PAYMENT-000103 of ₹7945 from account XXXXXXXX9144 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000103
"Payment PAYMENT-000104 of ₹1774 from account XXXXXXXX4427 was processed on 2025-06-02 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000104
"Payment PAYMENT-000105 of ₹2844 from account XXXXXXXX4841 was processed on 2025-07-13 with Single validation.
First validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000105
"Payment PAYMENT-000106 of ₹3368 from account XXXXXXXX4976 was processed on 2025-07-15 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000106
"Payment PAYMENT-000107 of ₹8926 from account XXXXXXXX1583 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000107
"Payment PAYMENT-000108 of ₹1902 from account XXXXXXXX4156 was processed on 2025-06-12 with Single validation.
First validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000108
"Payment PAYMENT-000109 of ₹1967 from account XXXXXXXX4440 was processed on 2025-07-08 with Single validation.
First validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000109
"Payment PAYMENT-000110 of ₹8733 from account XXXXXXXX5748 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000110
"Payment PAYMENT-000111 of ₹8721 from account XXXXXXXX9287 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000111
"Payment PAYMENT-000112 of ₹908 from account XXXXXXXX6130 was processed on 2025-07-16 with Single validation.
First validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000112
"Payment PAYMENT-000113 of ₹2475 from account XXXXXXXX4254 was processed on 2025-06-03 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000113
"Payment PAYMENT-000114 of ₹6391 from account XXXXXXXX7038 was processed on 2025-07-31 with Dual validation.
First validation completed on 20250726 with outcome: FAILED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000114
"Payment PAYMENT-000115 of ₹3046 from account XXXXXXXX5536 was processed on 2025-06-10 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000115
"Payment PAYMENT-000116 of ₹6275 from account XXXXXXXX6027 was processed on 2025-06-12 with Dual validation.
First validation completed on 20250608 with outcome: PASSED.
Second validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000116
"Payment PAYMENT-000117 of ₹3818 from account XXXXXXXX4419 was processed on 2025-07-17 with Single validation.
First validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000117
"Payment PAYMENT-000118 of ₹3201 from account XXXXXXXX5750 was processed on 2025-07-04 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000118
"Payment PAYMENT-000119 of ₹4302 from account XXXXXXXX7634 was processed on 2025-06-03 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000119
"Payment PAYMENT-000120 of ₹536 from account XXXXXXXX6828 was processed on 2025-07-26 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000120
"Payment PAYMENT-000121 of ₹901 from account XXXXXXXX9878 was processed on 2025-07-13 with Single validation.
First validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000121
"Payment PAYMENT-000122 of ₹5912 from account XXXXXXXX7102 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000122
"Payment PAYMENT-000123 of ₹3148 from account XXXXXXXX2173 was processed on 2025-07-30 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000123
"Payment PAYMENT-000124 of ₹8101 from account XXXXXXXX9259 was processed on 2025-07-29 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000124
"Payment PAYMENT-000125 of ₹2202 from account XXXXXXXX5566 was processed on 2025-06-24 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000125
"Payment PAYMENT-000126 of ₹1136 from account XXXXXXXX7538 was processed on 2025-07-31 with Single validation.
First validation completed on 20250729 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000126
"Payment PAYMENT-000127 of ₹7144 from account XXXXXXXX4811 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000127
"Payment PAYMENT-000128 of ₹5938 from account XXXXXXXX2354 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250622 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000128
