prompt,Payment ID,Sentiment_Result,Sentiment_Label,Sentiment_Score
"Payment PAYMENT-000077 of ₹6615 from account XXXXXXXX8143 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250622 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000077,"{'label': 'LABEL_0', 'score': 0.573}",LABEL_0,0.573
"Payment PAYMENT-000078 of ₹877 from account XXXXXXXX5003 was processed on 2025-06-28 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000078,"{'label': 'LABEL_0', 'score': 0.696}",LABEL_0,0.696
"Payment PAYMENT-000079 of ₹628 from account XXXXXXXX7718 was processed on 2025-07-19 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000079,"{'label': 'LABEL_0', 'score': 0.621}",LABEL_0,0.621
"Payment PAYMENT-000080 of ₹2859 from account XXXXXXXX2079 was processed on 2025-06-14 with Single validation.
First validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000080,"{'label': 'LABEL_0', 'score': 0.647}",LABEL_0,0.647
"Payment PAYMENT-000081 of ₹2729 from account XXXXXXXX7815 was processed on 2025-06-06 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000081,"{'label': 'LABEL_0', 'score': 0.595}",LABEL_0,0.595
"Payment PAYMENT-000082 of ₹8624 from account XXXXXXXX2526 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000082,"{'label': 'LABEL_1', 'score': 0.544}",LABEL_1,0.544
"Payment PAYMENT-000083 of ₹4219 from account XXXXXXXX4256 was processed on 2025-06-27 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000083,"{'label': 'LABEL_0', 'score': 0.656}",LABEL_0,0.656
"Payment PAYMENT-000084 of ₹3640 from account XXXXXXXX4709 was processed on 2025-06-01 with Single validation.
First validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000084,"{'label': 'LABEL_0', 'score': 0.694}",LABEL_0,0.694
"Payment PAYMENT-000085 of ₹2843 from account XXXXXXXX3701 was processed on 2025-06-18 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000085,"{'label': 'LABEL_0', 'score': 0.676}",LABEL_0,0.676
"Payment PAYMENT-000086 of ₹8438 from account XXXXXXXX2789 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250612 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000086,"{'label': 'LABEL_0', 'score': 0.503}",LABEL_0,0.503
"Payment PAYMENT-000087 of ₹5022 from account XXXXXXXX9152 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000087,"{'label': 'LABEL_1', 'score': 0.581}",LABEL_1,0.581
"Payment PAYMENT-000088 of ₹6675 from account XXXXXXXX7459 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250725 with outcome: PASSED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000088,"{'label': 'LABEL_0', 'score': 0.515}",LABEL_0,0.515
"Payment PAYMENT-000089 of ₹1677 from account XXXXXXXX6679 was processed on 2025-07-30 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000089,"{'label': 'LABEL_0', 'score': 0.654}",LABEL_0,0.654
"Payment PAYMENT-000090 of ₹6437 from account XXXXXXXX4954 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000090,"{'label': 'LABEL_1', 'score': 0.54}",LABEL_1,0.54
"Payment PAYMENT-000091 of ₹977 from account XXXXXXXX7114 was processed on 2025-07-01 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000091,"{'label': 'LABEL_0', 'score': 0.617}",LABEL_0,0.617
"Payment PAYMENT-000092 of ₹8997 from account XXXXXXXX1578 was processed on 2025-06-22 with Dual validation.
First validation completed on 20250620 with outcome: PASSED.
Second validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000092,"{'label': 'LABEL_0', 'score': 0.553}",LABEL_0,0.553
"Payment PAYMENT-000093 of ₹258 from account XXXXXXXX6542 was processed on 2025-06-02 with Single validation.
First validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000093,"{'label': 'LABEL_0', 'score': 0.627}",LABEL_0,0.627
"Payment PAYMENT-000094 of ₹4616 from account XXXXXXXX8010 was processed on 2025-06-13 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000094,"{'label': 'LABEL_0', 'score': 0.615}",LABEL_0,0.615
"Payment PAYMENT-000095 of ₹6084 from account XXXXXXXX1965 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250626 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000095,"{'label': 'LABEL_0', 'score': 0.513}",LABEL_0,0.513
"Payment PAYMENT-000096 of ₹1123 from account XXXXXXXX1402 was processed on 2025-06-06 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000096,"{'label': 'LABEL_0', 'score': 0.601}",LABEL_0,0.601
"Payment PAYMENT-000097 of ₹7199 from account XXXXXXXX1425 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000097,"{'label': 'LABEL_1', 'score': 0.51}",LABEL_1,0.51
"Payment PAYMENT-000098 of ₹3915 from account XXXXXXXX1843 was processed on 2025-07-19 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000098,"{'label': 'LABEL_0', 'score': 0.542}",LABEL_0,0.542
"Payment PAYMENT-000099 of ₹1398 from account XXXXXXXX8005 was processed on 2025-07-11 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000099,"{'label': 'LABEL_0', 'score': 0.593}",LABEL_0,0.593
"Payment PAYMENT-000100 of ₹1716 from account XXXXXXXX3543 was processed on 2025-07-23 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000100,"{'label': 'LABEL_0', 'score': 0.517}",LABEL_0,0.517
"Payment PAYMENT-000101 of ₹1486 from account XXXXXXXX8981 was processed on 2025-06-01 with Single validation.
First validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000101,"{'label': 'LABEL_0', 'score': 0.663}",LABEL_0,0.663
"Payment PAYMENT-000102 of ₹5229 from account XXXXXXXX1638 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000102,"{'label': 'LABEL_0', 'score': 0.521}",LABEL_0,0.521
"Payment PAYMENT-000103 of ₹7945 from account XXXXXXXX9144 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000103,"{'label': 'LABEL_1', 'score': 0.591}",LABEL_1,0.591
"Payment PAYMENT-000104 of ₹1774 from account XXXXXXXX4427 was processed on 2025-06-02 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000104,"{'label': 'LABEL_0', 'score': 0.714}",LABEL_0,0.714
"Payment PAYMENT-000105 of ₹2844 from account XXXXXXXX4841 was processed on 2025-07-13 with Single validation.
First validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000105,"{'label': 'LABEL_0', 'score': 0.649}",LABEL_0,0.649
"Payment PAYMENT-000106 of ₹3368 from account XXXXXXXX4976 was processed on 2025-07-15 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000106,"{'label': 'LABEL_0', 'score': 0.611}",LABEL_0,0.611
"Payment PAYMENT-000107 of ₹8926 from account XXXXXXXX1583 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000107,"{'label': 'LABEL_0', 'score': 0.509}",LABEL_0,0.509
"Payment PAYMENT-000108 of ₹1902 from account XXXXXXXX4156 was processed on 2025-06-12 with Single validation.
First validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000108,"{'label': 'LABEL_0', 'score': 0.712}",LABEL_0,0.712
"Payment PAYMENT-000109 of ₹1967 from account XXXXXXXX4440 was processed on 2025-07-08 with Single validation.
First validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000109,"{'label': 'LABEL_0', 'score': 0.685}",LABEL_0,0.685
"Payment PAYMENT-000110 of ₹8733 from account XXXXXXXX5748 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000110,"{'label': 'LABEL_0', 'score': 0.557}",LABEL_0,0.557
"Payment PAYMENT-000111 of ₹8721 from account XXXXXXXX9287 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000111,"{'label': 'LABEL_0', 'score': 0.509}",LABEL_0,0.509
