prompt,Payment ID,NER_Entities,NER_Overlay
"Payment PAYMENT-000027 of ₹2351 from account XXXXXXXX5729 was processed on 2025-06-10 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000027,"[{'text': 'PAYMENT-000027', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2351', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5729', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-10', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000027|] of [₹2351|] from account [XXXXXXXX5729|] was processed on [2025-06-10|] with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000028 of ₹987 from account XXXXXXXX2511 was processed on 2025-06-17 with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000028,"[{'text': 'PAYMENT-000028', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹987', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 30}, {'text': 'XXXXXXXX2511', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 44, 'end': 56}, {'text': '2025-06-17', 'label': 'DATE', 'score': np.float32(0.999), 'start': 74, 'end': 84}]","Payment [PAYMENT-000028|] of [₹987|] from account [XXXXXXXX2511|] was processed on [2025-06-17|] with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000029 of ₹7810 from account XXXXXXXX5235 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000029,"[{'text': 'PAYMENT-000029', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7810', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5235', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-03', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000029|] of [₹7810|] from account [XXXXXXXX5235|] was processed on [2025-06-03|] with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000030 of ₹7419 from account XXXXXXXX7217 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000030,"[{'text': 'PAYMENT-000030', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7419', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7217', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-23', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000030|] of [₹7419|] from account [XXXXXXXX7217|] was processed on [2025-07-23|] with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000031 of ₹5186 from account XXXXXXXX2534 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000031,"[{'text': 'PAYMENT-000031', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5186', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2534', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-03', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000031|] of [₹5186|] from account [XXXXXXXX2534|] was processed on [2025-07-03|] with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000032 of ₹664 from account XXXXXXXX3847 was processed on 2025-07-17 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000032,"[{'text': 'PAYMENT-000032', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹664', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 30}, {'text': 'XXXXXXXX3847', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 44, 'end': 56}, {'text': '2025-07-17', 'label': 'DATE', 'score': np.float32(0.999), 'start': 74, 'end': 84}]","Payment [PAYMENT-000032|] of [₹664|] from account [XXXXXXXX3847|] was processed on [2025-07-17|] with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000033 of ₹7794 from account XXXXXXXX7727 was processed on 2025-07-01 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000033,"[{'text': 'PAYMENT-000033', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7794', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7727', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-01', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000033|] of [₹7794|] from account [XXXXXXXX7727|] was processed on [2025-07-01|] with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000034 of ₹4904 from account XXXXXXXX8674 was processed on 2025-07-06 with Single validation.
First validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000034,"[{'text': 'PAYMENT-000034', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4904', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8674', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-06', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000034|] of [₹4904|] from account [XXXXXXXX8674|] was processed on [2025-07-06|] with Single validation.
First validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000035 of ₹4200 from account XXXXXXXX8167 was processed on 2025-06-28 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000035,"[{'text': 'PAYMENT-000035', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4200', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8167', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-28', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000035|] of [₹4200|] from account [XXXXXXXX8167|] was processed on [2025-06-28|] with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000036 of ₹3727 from account XXXXXXXX2421 was processed on 2025-07-27 with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000036,"[{'text': 'PAYMENT-000036', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹3727', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2421', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-27', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000036|] of [₹3727|] from account [XXXXXXXX2421|] was processed on [2025-07-27|] with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000037 of ₹1838 from account XXXXXXXX8104 was processed on 2025-07-29 with Single validation.
First validation completed on 20250727 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000037,"[{'text': 'PAYMENT-000037', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹1838', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8104', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-29', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000037|] of [₹1838|] from account [XXXXXXXX8104|] was processed on [2025-07-29|] with Single validation.
First validation completed on 20250727 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000038 of ₹4922 from account XXXXXXXX2982 was processed on 2025-06-29 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000038,"[{'text': 'PAYMENT-000038', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4922', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2982', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-29', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000038|] of [₹4922|] from account [XXXXXXXX2982|] was processed on [2025-06-29|] with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000039 of ₹5288 from account XXXXXXXX3950 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250609 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000039,"[{'text': 'PAYMENT-000039', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5288', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX3950', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-14', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000039|] of [₹5288|] from account [XXXXXXXX3950|] was processed on [2025-06-14|] with Dual validation.
First validation completed on 20250609 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000040 of ₹6387 from account XXXXXXXX9800 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000040,"[{'text': 'PAYMENT-000040', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹6387', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX9800', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-24', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000040|] of [₹6387|] from account [XXXXXXXX9800|] was processed on [2025-07-24|] with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000041 of ₹1952 from account XXXXXXXX2903 was processed on 2025-06-21 with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000041,"[{'text': 'PAYMENT-000041', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹1952', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2903', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-21', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000041|] of [₹1952|] from account [XXXXXXXX2903|] was processed on [2025-06-21|] with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
