prompt,Payment ID,NER_Entities
"Payment PAYMENT-000093 of ₹1883 from account XXXXXXXX3580 was processed on 2025-06-13 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000093,{}
"Payment PAYMENT-000094 of ₹3487 from account XXXXXXXX9384 was processed on 2025-06-03 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000094,{}
"Payment PAYMENT-000095 of ₹5739 from account XXXXXXXX4627 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250613 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000095,{}
"Payment PAYMENT-000096 of ₹1848 from account XXXXXXXX4263 was processed on 2025-06-23 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000096,{}
"Payment PAYMENT-000097 of ₹6451 from account XXXXXXXX6493 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000097,{}
"Payment PAYMENT-000098 of ₹2239 from account XXXXXXXX4737 was processed on 2025-06-20 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000098,{}
"Payment PAYMENT-000099 of ₹6439 from account XXXXXXXX2772 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250530 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000099,{}
"Payment PAYMENT-000100 of ₹8510 from account XXXXXXXX9628 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000100,{}
"Payment PAYMENT-000101 of ₹7519 from account XXXXXXXX2078 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000101,{}
"Payment PAYMENT-000102 of ₹323 from account XXXXXXXX2867 was processed on 2025-07-20 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000102,{}
"Payment PAYMENT-000103 of ₹7663 from account XXXXXXXX6239 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000103,{}
"Payment PAYMENT-000104 of ₹7305 from account XXXXXXXX4664 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250715 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000104,{}
"Payment PAYMENT-000105 of ₹335 from account XXXXXXXX5368 was processed on 2025-07-16 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000105,{}
"Payment PAYMENT-000106 of ₹180 from account XXXXXXXX8113 was processed on 2025-06-23 with Single validation.
First validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000106,{}
"Payment PAYMENT-000107 of ₹632 from account XXXXXXXX5207 was processed on 2025-06-06 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000107,{}
"Payment PAYMENT-000108 of ₹3116 from account XXXXXXXX8073 was processed on 2025-07-19 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000108,{}
"Payment PAYMENT-000109 of ₹5048 from account XXXXXXXX3850 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250726 with outcome: PASSED.
Second validation completed on 20250725 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000109,{}
"Payment PAYMENT-000110 of ₹8865 from account XXXXXXXX3783 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000110,{}
"Payment PAYMENT-000111 of ₹2459 from account XXXXXXXX3455 was processed on 2025-06-03 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000111,{}
"Payment PAYMENT-000112 of ₹9614 from account XXXXXXXX9081 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000112,{}
"Payment PAYMENT-000113 of ₹2989 from account XXXXXXXX8925 was processed on 2025-07-30 with Single validation.
First validation completed on 20250729 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000113,{}
"Payment PAYMENT-000114 of ₹1256 from account XXXXXXXX7547 was processed on 2025-06-28 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000114,{}
"Payment PAYMENT-000115 of ₹7146 from account XXXXXXXX3021 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000115,{}
"Payment PAYMENT-000116 of ₹7098 from account XXXXXXXX1733 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000116,{}
"Payment PAYMENT-000117 of ₹8533 from account XXXXXXXX5041 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000117,{}
"Payment PAYMENT-000118 of ₹3787 from account XXXXXXXX3882 was processed on 2025-07-06 with Single validation.
First validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000118,{}
"Payment PAYMENT-000119 of ₹7718 from account XXXXXXXX1280 was processed on 2025-06-02 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000119,{}
"Payment PAYMENT-000120 of ₹3624 from account XXXXXXXX3152 was processed on 2025-07-19 with Single validation.
First validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000120,{}
"Payment PAYMENT-000121 of ₹9914 from account XXXXXXXX7072 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000121,{}
"Payment PAYMENT-000122 of ₹4585 from account XXXXXXXX9145 was processed on 2025-07-08 with Single validation.
First validation completed on 20250705 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000122,{}
"Payment PAYMENT-000123 of ₹222 from account XXXXXXXX8908 was processed on 2025-06-20 with Single validation.
First validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000123,{}
"Payment PAYMENT-000124 of ₹5161 from account XXXXXXXX1822 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250604 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000124,{}
"Payment PAYMENT-000125 of ₹9454 from account XXXXXXXX5406 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250719 with outcome: PASSED.
Second validation completed on 20250718 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000125,{}
"Payment PAYMENT-000126 of ₹4079 from account XXXXXXXX9273 was processed on 2025-07-06 with Single validation.
First validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000126,{}
